1, Man City,3,3,0,0,9:3,6,9
2, Chelsea,3,3,0,0,7:2,5,9
3, Man Utd,3,3,0,0,6:1,5,9
4, Everton,3,2,1,0,4:2,2,7
5, Hull City ,3,2,0,1,4:2,2,6
6, Spurs,3,1,2,0,3:2,1,5
7, Middlesbrough ,3,1,2,0,3:2,1,5
8, Arsenal,3,1,1,1,6:5,1,4
9, Leicester,3,1,1,1,3:3,0,4
10, West Brom,3,1,1,1,2:2,0,4
11, Liverpool,3,1,1,1,5:6,-1,4
12, West Ham,3,1,0,2,3:5,-2,3
13, Swansea,3,1,0,2,2:4,-2,3
14, Burnley ,3,1,0,2,2:4,-2,3
15, Southampton,3,0,2,1,2:4,-2,2
16, Sunderland,3,0,1,2,3:5,-2,1
17, Crystal Palace,3,0,1,2,1:3,-2,1
18, Watford,3,0,1,2,3:6,-3,1
19, Bournemouth,3,0,1,2,2:5,-3,1
20, Stoke City,3,0,1,2,2:6,-4,1
