1, Arsenal,15,11,2,2,30:11,19,35
2, Liverpool,15,9,3,3,34:18,16,30
3, Chelsea,15,9,3,3,30:17,13,30
4, Man City,15,9,2,4,41:15,26,29
5, Everton,15,7,7,1,23:14,9,28
6, Spurs,15,8,3,4,15:16,-1,27
7, Newcastle,15,8,2,5,20:21,-1,26
8, Southampton,15,6,5,4,19:14,5,23
9, Man Utd,15,6,4,5,22:19,3,22
10, Swansea,15,5,4,6,21:20,1,19
11, Aston Villa,15,5,4,6,16:18,-2,19
12, Hull City ,15,5,3,7,13:19,-6,18
13, Stoke City,15,4,5,6,15:20,-5,17
14, Norwich,15,5,2,8,14:28,-14,17
15, West Brom,15,3,6,6,17:21,-4,15
16, Cardiff ,15,3,5,7,11:22,-11,14
17, West Ham,15,3,4,8,13:19,-6,13
18, Fulham,15,4,1,10,14:26,-12,13
19, Crystal Palace ,15,4,1,10,10:22,-12,13
20, Sunderland,15,2,2,11,12:30,-18,8
