1, Chelsea,12,9,2,1,29:4,25,29
2, Liverpool,12,9,2,1,19:8,11,29
3, Man Utd,12,7,3,2,23:10,13,24
4, Arsenal,12,7,2,3,25:13,12,23
5, Aston Villa,12,6,2,4,20:16,4,20
6, Hull City ,12,6,2,4,17:19,-2,20
7, Everton,12,5,3,4,18:20,-2,18
8, Middlesbrough,12,5,2,5,13:17,-4,17
9, Portsmouth FC,12,5,2,5,13:18,-5,17
10, Bolton,12,4,2,6,11:13,-2,14
11, Fulham,12,4,2,6,10:13,-3,14
12, Stoke City ,12,4,2,6,13:19,-6,14
13, Man City,12,4,1,7,24:20,4,13
14, West Ham,12,4,1,7,16:22,-6,13
15, Blackburn,12,3,4,5,13:22,-9,13
16, Spurs,12,3,3,6,15:18,-3,12
17, Wigan,12,3,3,6,13:16,-3,12
18, Newcastle,12,3,3,6,15:20,-5,12
19, Sunderland,12,3,3,6,10:18,-8,12
20, West Brom,12,3,2,7,10:21,-11,11
