1, Chelsea,4,3,1,0,9:2,7,10
2, Liverpool,4,3,1,0,5:2,3,10
3, Arsenal,4,3,0,1,8:1,7,9
4, Man Utd,4,2,1,1,6:3,3,7
5, Aston Villa,4,2,1,1,8:6,2,7
6, Hull City ,4,2,1,1,5:8,-3,7
7, Man City,4,2,0,2,9:7,2,6
8, West Ham,4,2,0,2,8:8,0,6
9, Middlesbrough,4,2,0,2,6:6,0,6
10, Portsmouth FC,4,2,0,2,5:6,-1,6
11, Everton,4,2,0,2,7:9,-2,6
12, Fulham,4,2,0,2,4:6,-2,6
13, Wigan,4,1,1,2,7:4,3,4
14, Bolton,4,1,1,2,4:4,0,4
15, West Brom,4,1,1,2,4:5,-1,4
16, Newcastle,4,1,1,2,3:6,-3,4
17, Sunderland,4,1,1,2,3:6,-3,4
18, Blackburn,4,1,1,2,5:11,-6,4
19, Stoke City ,4,1,0,3,7:10,-3,3
20, Spurs,4,0,1,3,4:7,-3,1
