1, Chelsea,1,1,0,0,6:0,6,3
2, Blackpool,1,1,0,0,4:0,4,3
3, Aston Villa,1,1,0,0,3:0,3,3
4, Man Utd,1,1,0,0,3:0,3,3
5, Wolves ,1,1,0,0,2:1,1,3
6, Blackburn,1,1,0,0,1:0,1,3
7, Sunderland,1,0,1,0,2:2,0,1
8, Birmingham,1,0,1,0,2:2,0,1
9, Arsenal,1,0,1,0,1:1,0,1
10, Liverpool,1,0,1,0,1:1,0,1
11, Spurs,1,0,1,0,0:0,0,1
12, Man City,1,0,1,0,0:0,0,1
13, Bolton,1,0,1,0,0:0,0,1
14, Fulham,1,0,1,0,0:0,0,1
15, Stoke City,1,0,0,1,1:2,-1,0
16, Everton,1,0,0,1,0:1,-1,0
17, West Ham,1,0,0,1,0:3,-3,0
18, Newcastle,1,0,0,1,0:3,-3,0
19, Wigan,1,0,0,1,0:4,-4,0
20, West Brom,1,0,0,1,0:6,-6,0
