1, Chelsea,33,23,5,5,84:30,54,74
2, Man Utd,33,23,3,7,77:27,50,72
3, Arsenal,33,22,5,6,75:34,41,71
4, Spurs,33,18,7,8,59:32,27,61
5, Man City,33,16,11,6,64:41,23,59
6, Aston Villa,33,15,12,6,46:32,14,57
7, Liverpool,33,16,7,10,54:33,21,55
8, Everton,33,13,11,9,52:44,8,50
9, Birmingham ,33,12,10,11,34:38,-4,46
10, Stoke City,33,11,12,10,33:35,-2,45
11, Blackburn,33,11,9,13,35:50,-15,42
12, Fulham,33,11,8,14,35:38,-3,41
13, Sunderland,33,9,11,13,44:51,-7,38
14, Wolves ,33,8,8,17,28:51,-23,32
15, Bolton,33,8,8,17,36:61,-25,32
16, Wigan,33,8,7,18,30:64,-34,31
17, West Ham,33,6,10,17,40:57,-17,28
18, Hull City,33,6,9,18,31:68,-37,27
19, Burnley ,33,6,6,21,32:71,-39,24
20, Portsmouth FC,33,6,5,22,28:60,-32,14
