1, Chelsea,8,6,2,0,19:3,16,20
2, Liverpool,8,6,2,0,13:6,7,20
3, Man Utd,8,5,2,1,15:4,11,17
4, Hull City ,8,5,2,1,11:11,0,17
5, Arsenal,8,5,1,2,16:6,10,16
6, Aston Villa,8,4,2,2,12:10,2,14
7, Portsmouth FC,8,4,1,3,9:13,-4,13
8, West Ham,8,4,0,4,14:14,0,12
9, Blackburn,8,3,2,3,8:14,-6,11
10, Man City,8,3,1,4,20:14,6,10
11, West Brom,8,3,1,4,7:11,-4,10
12, Sunderland,8,2,3,3,7:9,-2,9
13, Middlesbrough,8,3,0,5,7:14,-7,9
14, Wigan,8,2,2,4,11:9,2,8
15, Bolton,8,2,2,4,8:10,-2,8
16, Everton,8,2,2,4,12:18,-6,8
17, Stoke City ,8,2,1,5,10:15,-5,7
18, Fulham,8,2,1,5,5:10,-5,7
19, Newcastle,8,1,3,4,9:15,-6,6
20, Spurs,8,0,2,6,5:12,-7,2
