1, Man Utd,7,6,1,0,24:5,19,19
2, Man City,7,6,1,0,23:5,18,19
3, Chelsea,7,5,1,1,17:8,9,16
4, Newcastle,7,4,3,0,9:4,5,15
5, Spurs,7,5,0,2,13:10,3,15
6, Liverpool,7,4,1,2,10:8,2,13
7, Aston Villa,7,2,5,0,9:5,4,11
8, Stoke City,7,2,3,2,4:8,-4,9
9, Norwich ,7,2,2,3,7:10,-3,8
10, Swansea ,7,2,2,3,6:9,-3,8
11, QPR ,7,2,2,3,5:13,-8,8
12, Fulham,7,1,4,2,10:7,3,7
13, Everton,7,2,1,4,6:10,-4,7
14, Wolves,7,2,1,4,6:10,-4,7
15, Arsenal,7,2,1,4,10:16,-6,7
16, Sunderland,7,1,3,3,9:8,1,6
17, West Brom,7,1,2,4,5:10,-5,5
18, Wigan,7,1,2,4,5:11,-6,5
19, Blackburn,7,1,1,5,8:17,-9,4
20, Bolton,7,1,0,6,9:21,-12,3
