1, Man Utd,33,25,4,4,78:28,50,79
2, Man City,33,23,5,5,79:26,53,74
3, Arsenal,33,20,4,9,66:41,25,64
4, Spurs,33,17,8,8,57:38,19,59
5, Newcastle,33,17,8,8,50:42,8,59
6, Chelsea,33,16,9,8,56:38,18,57
7, Everton,33,13,8,12,38:34,4,47
8, Liverpool,33,12,10,11,40:36,4,46
9, Fulham,33,11,10,12,43:43,0,43
10, Norwich ,33,11,10,12,46:52,-6,43
11, Sunderland,33,11,9,13,42:41,1,42
12, Stoke City,33,11,9,13,32:45,-13,42
13, West Brom,33,11,6,16,39:47,-8,39
14, Swansea ,33,10,9,14,35:44,-9,39
15, Aston Villa,33,7,14,12,36:46,-10,35
16, Bolton,33,10,2,21,38:66,-28,32
17, QPR ,33,8,7,18,38:56,-18,31
18, Wigan,33,7,10,16,31:57,-26,31
19, Blackburn,33,7,7,19,45:70,-25,28
20, Wolves,33,5,7,21,34:73,-39,22
