1, Man Utd,34,26,4,4,82:28,54,82
2, Man City,34,24,5,5,85:27,58,77
3, Arsenal,34,20,4,10,67:43,24,64
4, Spurs,34,18,8,8,61:39,22,62
5, Newcastle,34,18,8,8,52:42,10,62
6, Chelsea,34,16,9,9,56:40,16,57
7, Everton,34,13,9,12,39:35,4,48
8, Liverpool,34,12,10,12,40:37,3,46
9, Fulham,34,12,10,12,44:43,1,46
10, Sunderland,34,11,10,13,42:41,1,43
11, Norwich ,34,11,10,13,47:58,-11,43
12, Stoke City,34,11,10,13,33:46,-13,43
13, Swansea ,34,11,9,14,38:44,-6,42
14, West Brom,34,12,6,16,40:47,-7,42
15, Aston Villa,34,7,14,13,36:50,-14,35
16, Wigan,34,8,10,16,33:58,-25,34
17, Bolton,34,10,2,22,39:70,-31,32
18, QPR ,34,8,7,19,38:57,-19,31
19, Blackburn,34,7,7,20,45:73,-28,28
20, Wolves,34,5,8,21,34:73,-39,23
