1, Man City,2,2,0,0,7:2,5,6
2, Man Utd,2,2,0,0,5:1,4,6
3, Wolves,2,2,0,0,4:1,3,6
4, Liverpool,2,1,1,0,3:1,2,4
5, Aston Villa,2,1,1,0,3:1,2,4
6, Chelsea,2,1,1,0,2:1,1,4
7, Newcastle,2,1,1,0,1:0,1,4
8, Bolton,2,1,0,1,6:3,3,3
9, Spurs,2,1,0,1,2:3,-1,3
10, QPR ,2,1,0,1,1:4,-3,3
11, Norwich ,2,0,2,0,2:2,0,2
12, Stoke City,2,0,2,0,1:1,0,2
13, Wigan,2,0,2,0,1:1,0,2
14, Sunderland,2,0,1,1,1:2,-1,1
15, Arsenal,2,0,1,1,0:2,-2,1
16, Fulham,2,0,1,1,0:2,-2,1
17, Swansea ,2,0,1,1,0:4,-4,1
18, West Brom,2,0,0,2,2:4,-2,0
19, Blackburn,2,0,0,2,2:5,-3,0
20, Everton,2,0,0,2,0:3,-3,0
