1, Arsenal,2,2,0,0,10:3,7,6
2, Spurs,2,2,0,0,7:2,5,6
3, Fulham,2,2,0,0,4:0,4,6
4, Chelsea,2,2,0,0,5:2,3,6
5, West Ham,2,2,0,0,4:1,3,6
6, Liverpool,2,1,0,1,5:2,3,3
7, Wigan,2,1,0,1,2:1,1,3
8, Man City,2,1,0,1,2:2,0,3
9, Man Utd,2,1,0,1,1:1,0,3
10, Birmingham ,2,1,0,1,1:1,0,3
11, Sunderland,2,1,0,1,2:3,-1,3
12, Wolves ,2,1,0,1,1:2,-1,3
13, Burnley ,2,1,0,1,1:2,-1,3
14, Stoke City,2,1,0,1,2:4,-2,3
15, Everton,2,1,0,1,3:6,-3,3
16, Bolton,2,0,0,2,2:5,-3,0
17, Aston Villa,2,0,0,2,1:4,-3,0
18, Hull City,2,0,0,2,2:7,-5,0
19, Blackburn,2,0,0,2,0:5,-5,0
20, Portsmouth FC,2,0,0,2,0:2,-2,-9
