1, Man Utd,5,5,0,0,21:4,17,15
2, Man City,5,4,1,0,17:5,12,13
3, Chelsea,5,3,1,1,8:6,2,10
4, Newcastle,5,2,3,0,4:2,2,9
5, Spurs,5,3,0,2,9:8,1,9
6, Stoke City,5,2,2,1,3:5,-2,8
7, Aston Villa,5,1,4,0,6:4,2,7
8, Everton,5,2,1,2,6:6,0,7
9, Liverpool,5,2,1,2,6:7,-1,7
10, Wolves,5,2,1,2,4:6,-2,7
11, QPR ,5,2,1,2,4:6,-2,7
12, Sunderland,5,1,2,2,6:4,2,5
13, Norwich ,5,1,2,2,5:7,-2,5
14, Swansea ,5,1,2,2,3:5,-2,5
15, Wigan,5,1,2,2,4:7,-3,5
16, Blackburn,5,1,1,3,7:10,-3,4
17, Arsenal,5,1,1,3,6:14,-8,4
18, Fulham,5,0,3,2,4:7,-3,3
19, Bolton,5,1,0,4,8:13,-5,3
20, West Brom,5,1,0,4,3:8,-5,3
