1, Spurs,2,2,0,0,2:0,2,6
2, Liverpool,2,2,0,0,2:0,2,6
3, Man Utd,2,1,1,0,4:1,3,4
4, Chelsea,2,1,1,0,2:0,2,4
5, West Ham,2,1,1,0,2:0,2,4
6, Southampton,2,1,1,0,2:1,1,4
7, Man City,2,1,0,1,6:3,3,3
8, Aston Villa,2,1,0,1,3:2,1,3
9, Arsenal,2,1,0,1,4:4,0,3
10, Stoke City,2,1,0,1,2:2,0,3
11, Cardiff ,2,1,0,1,3:4,-1,3
12, Fulham,2,1,0,1,2:3,-1,3
13, Hull City ,2,1,0,1,1:2,-1,3
14, Everton,2,0,2,0,2:2,0,2
15, Norwich,2,0,1,1,2:3,-1,1
16, Sunderland,2,0,1,1,1:2,-1,1
17, West Brom,2,0,1,1,0:1,-1,1
18, Newcastle,2,0,1,1,0:4,-4,1
19, Crystal Palace ,2,0,0,2,1:3,-2,0
20, Swansea,2,0,0,2,1:5,-4,0
