1, Chelsea,36,25,5,6,93:32,61,80
2, Man Utd,36,25,4,7,81:28,53,79
3, Arsenal,36,22,6,8,78:39,39,72
4, Spurs,36,20,7,9,64:37,27,67
5, Aston Villa,36,17,13,6,51:35,16,64
6, Man City,36,17,12,7,69:43,26,63
7, Liverpool,36,18,8,10,61:33,28,62
8, Everton,36,15,12,9,59:49,10,57
9, Birmingham ,36,12,11,13,35:44,-9,47
10, Stoke City,36,11,13,12,34:44,-10,46
11, Sunderland,36,11,11,14,47:53,-6,44
12, Blackburn,36,11,11,14,38:54,-16,44
13, Fulham,36,11,10,15,36:40,-4,43
14, Bolton,36,9,9,18,40:65,-25,36
15, Wolves ,36,8,11,17,29:52,-23,35
16, Wigan,36,9,8,19,35:69,-34,35
17, West Ham,36,8,10,18,44:62,-18,34
18, Hull City,36,6,10,20,32:73,-41,28
19, Burnley ,36,7,6,23,37:78,-41,27
20, Portsmouth FC,36,6,7,23,31:64,-33,16
