1, Leicester,33,21,9,3,57:31,26,72
2, Spurs,33,18,11,4,60:25,35,65
3, Arsenal,33,18,8,7,57:33,24,62
4, Man City,33,17,7,9,59:34,25,58
5, Man Utd,33,16,8,9,41:30,11,56
6, West Ham,33,14,13,6,55:41,14,55
7, Liverpool,33,14,10,9,55:43,12,52
8, Southampton,33,14,8,11,44:34,10,50
9, Stoke City,33,13,8,12,37:43,-6,47
10, Chelsea,33,11,12,10,50:43,7,45
11, Bournemouth ,33,11,8,14,40:55,-15,41
12, Swansea,33,10,10,13,34:42,-8,40
13, West Brom,33,10,10,13,31:41,-10,40
14, Everton,33,9,12,12,52:50,2,39
15, Watford ,33,10,8,15,32:40,-8,38
16, Crystal Palace,33,10,7,16,35:44,-9,37
17, Norwich ,33,8,7,18,35:57,-22,31
18, Sunderland,33,7,9,17,39:57,-18,30
19, Newcastle,33,6,8,19,33:62,-29,26
20, Aston Villa,33,3,7,23,23:64,-41,16
