1, Liverpool,3,3,0,0,3:0,3,9
2, Chelsea,3,2,1,0,4:1,3,7
3, Man City,3,2,0,1,8:3,5,6
4, Arsenal,3,2,0,1,5:4,1,6
5, Stoke City,3,2,0,1,3:2,1,6
6, Spurs,3,2,0,1,2:1,1,6
7, Man Utd,3,1,1,1,4:2,2,4
8, West Ham,3,1,1,1,2:1,1,4
9, Norwich,3,1,1,1,3:3,0,4
10, Southampton,3,1,1,1,2:2,0,4
11, Cardiff ,3,1,1,1,3:4,-1,4
12, Newcastle,3,1,1,1,1:4,-3,4
13, Aston Villa,3,1,0,2,4:4,0,3
14, Crystal Palace ,3,1,0,2,4:4,0,3
15, Everton,3,0,3,0,2:2,0,3
16, Swansea,3,1,0,2,3:5,-2,3
17, Fulham,3,1,0,2,2:4,-2,3
18, Hull City ,3,1,0,2,1:4,-3,3
19, Sunderland,3,0,1,2,2:5,-3,1
20, West Brom,3,0,1,2,0:3,-3,1
