1, Chelsea,27,18,6,3,49:21,28,60
2, Arsenal,27,18,5,4,52:27,25,59
3, Man City,27,18,4,5,71:29,42,58
4, Liverpool,27,17,5,5,70:35,35,56
5, Spurs,27,15,5,7,36:33,3,50
6, Man Utd,27,13,6,8,43:31,12,45
7, Everton,27,12,9,6,39:30,9,45
8, Newcastle,27,12,4,11,33:38,-5,40
9, Southampton,27,10,9,8,38:32,6,39
10, West Ham,27,8,7,12,31:34,-3,31
11, Hull City ,27,8,6,13,29:31,-2,30
12, Crystal Palace ,27,9,2,16,21:38,-17,29
13, Swansea,27,7,7,13,36:40,-4,28
14, Aston Villa,27,7,7,13,27:37,-10,28
15, Norwich,27,7,7,13,20:39,-19,28
16, Stoke City,27,6,9,12,27:42,-15,27
17, West Brom,27,4,13,10,31:39,-8,25
18, Sunderland,27,6,7,14,28:44,-16,25
19, Cardiff ,27,5,7,15,19:48,-29,22
20, Fulham,27,6,3,18,27:59,-32,21
