1, Arsenal,18,12,3,3,36:18,18,39
2, Man City,18,12,2,4,53:21,32,38
3, Chelsea,18,11,4,3,33:18,15,37
4, Liverpool,18,11,3,4,43:21,22,36
5, Everton,18,9,7,2,29:17,12,34
6, Newcastle,18,10,3,5,29:23,6,33
7, Man Utd,18,9,4,5,31:22,9,31
8, Spurs,18,9,4,5,19:24,-5,31
9, Southampton,18,7,6,5,25:18,7,27
10, Stoke City,18,5,6,7,18:26,-8,21
11, Swansea,18,5,5,8,23:24,-1,20
12, Hull City ,18,5,5,8,16:23,-7,20
13, Aston Villa,18,5,4,9,17:24,-7,19
14, Norwich,18,5,4,9,16:31,-15,19
15, West Brom,18,3,8,7,19:24,-5,17
16, Cardiff ,18,4,5,9,13:28,-15,17
17, Crystal Palace ,18,5,1,12,12:27,-15,16
18, Fulham,18,5,1,12,19:35,-16,16
19, West Ham,18,3,5,10,15:25,-10,14
20, Sunderland,18,3,4,11,13:30,-17,13
