1, Chelsea,3,3,0,0,11:4,7,9
2, Swansea,3,3,0,0,6:1,5,9
3, Aston Villa,3,2,1,0,3:1,2,7
4, Man City,3,2,0,1,5:2,3,6
5, Liverpool,3,2,0,1,6:4,2,6
6, Spurs,3,2,0,1,5:3,2,6
7, Arsenal,3,1,2,0,5:4,1,5
8, Southampton,3,1,1,1,4:3,1,4
9, Hull City,3,1,1,1,3:3,0,4
10, Stoke City,3,1,1,1,2:2,0,4
11, West Ham,3,1,0,2,4:5,-1,3
12, QPR ,3,1,0,2,1:5,-4,3
13, Sunderland,3,0,2,1,3:4,-1,2
14, Man Utd,3,0,2,1,2:3,-1,2
15, Leicester ,3,0,2,1,3:5,-2,2
16, Newcastle,3,0,2,1,3:5,-2,2
17, Everton,3,0,2,1,7:10,-3,2
18, West Brom,3,0,2,1,2:5,-3,2
19, Crystal Palace,3,0,1,2,5:8,-3,1
20, Burnley ,3,0,1,2,1:4,-3,1
