1, Man Utd,22,13,8,1,47:23,24,47
2, Arsenal,22,13,4,5,43:22,21,43
3, Man City,22,12,6,4,33:16,17,42
4, Chelsea,22,11,5,6,38:20,18,38
5, Spurs,22,10,6,6,32:28,4,36
6, Sunderland,22,8,9,5,25:22,3,33
7, Newcastle,22,9,4,9,36:31,5,31
8, Blackpool,22,9,4,9,34:37,-3,31
9, Bolton,22,7,9,6,34:29,5,30
10, Liverpool,22,8,4,10,26:29,-3,28
11, Blackburn,22,8,4,10,29:35,-6,28
12, Stoke City,22,8,3,11,26:27,-1,27
13, Everton,22,5,11,6,24:26,-2,26
14, Aston Villa,22,6,6,10,25:39,-14,24
15, Birmingham,22,4,11,7,21:28,-7,23
16, West Brom,22,6,5,11,27:40,-13,23
17, Fulham,22,4,10,8,22:25,-3,22
18, Wolves ,22,6,4,12,22:35,-13,22
19, Wigan,22,4,9,9,19:35,-16,21
20, West Ham,22,4,8,10,22:38,-16,20
