1, Chelsea,7,5,2,0,14:3,11,17
2, Liverpool,7,5,2,0,10:4,6,17
3, Man Utd,7,4,2,1,11:4,7,14
4, Hull City ,7,4,2,1,10:11,-1,14
5, Arsenal,7,4,1,2,13:5,8,13
6, Aston Villa,7,4,1,2,12:10,2,13
7, West Ham,7,4,0,3,14:13,1,12
8, Portsmouth FC,7,4,0,3,9:13,-4,12
9, West Brom,7,3,1,3,7:7,0,10
10, Blackburn,7,3,1,3,8:14,-6,10
11, Man City,7,3,0,4,18:12,6,9
12, Middlesbrough,7,3,0,4,7:9,-2,9
13, Wigan,7,2,2,3,9:6,3,8
14, Sunderland,7,2,2,3,7:9,-2,8
15, Everton,7,2,2,3,11:15,-4,8
16, Bolton,7,2,1,4,8:10,-2,7
17, Fulham,7,2,0,5,5:10,-5,6
18, Newcastle,7,1,2,4,7:13,-6,5
19, Stoke City ,7,1,1,5,8:14,-6,4
20, Spurs,7,0,2,5,4:10,-6,2
