1, Chelsea,1,1,0,0,4:0,4,3
2, Aston Villa,1,1,0,0,4:2,2,3
3, Bolton,1,1,0,0,3:1,2,3
4, Blackburn,1,1,0,0,3:2,1,3
5, West Ham,1,1,0,0,2:1,1,3
6, Middlesbrough,1,1,0,0,2:1,1,3
7, Hull City ,1,1,0,0,2:1,1,3
8, Arsenal,1,1,0,0,1:0,1,3
9, Liverpool,1,1,0,0,1:0,1,3
10, Man Utd,1,0,1,0,1:1,0,1
11, Newcastle,1,0,1,0,1:1,0,1
12, Everton,1,0,0,1,2:3,-1,0
13, Spurs,1,0,0,1,1:2,-1,0
14, Wigan,1,0,0,1,1:2,-1,0
15, Fulham,1,0,0,1,1:2,-1,0
16, Sunderland,1,0,0,1,0:1,-1,0
17, West Brom,1,0,0,1,0:1,-1,0
18, Man City,1,0,0,1,2:4,-2,0
19, Stoke City ,1,0,0,1,1:3,-2,0
20, Portsmouth FC,1,0,0,1,0:4,-4,0
