1, Arsenal,5,4,0,1,11:2,9,12
2, Chelsea,5,3,2,0,10:3,7,11
3, Liverpool,5,3,2,0,5:2,3,11
4, Aston Villa,5,3,1,1,10:7,3,10
5, Man City,5,3,0,2,15:7,8,9
6, West Ham,5,3,0,2,11:9,2,9
7, Man Utd,5,2,2,1,7:4,3,8
8, Hull City ,5,2,2,1,7:10,-3,8
9, Sunderland,5,2,1,2,5:6,-1,7
10, Everton,5,2,1,2,9:11,-2,7
11, Blackburn,5,2,1,2,6:11,-5,7
12, Middlesbrough,5,2,0,3,6:8,-2,6
13, Fulham,5,2,0,3,4:7,-3,6
14, Portsmouth FC,5,2,0,3,5:12,-7,6
15, Wigan,5,1,2,2,7:4,3,5
16, Bolton,5,1,1,3,5:7,-2,4
17, West Brom,5,1,1,3,5:7,-2,4
18, Stoke City ,5,1,1,3,7:10,-3,4
19, Newcastle,5,1,1,3,4:9,-5,4
20, Spurs,5,0,2,3,4:7,-3,2
