1, Man Utd,1,1,0,0,3:1,2,3
2, Liverpool,1,1,0,0,4:3,1,3
3, Man City,1,1,0,0,2:1,1,3
4, Chelsea,1,1,0,0,2:1,1,3
5, Hull City ,1,1,0,0,2:1,1,3
6, Swansea,1,1,0,0,1:0,1,3
7, West Brom,1,1,0,0,1:0,1,3
8, Spurs,1,0,1,0,1:1,0,1
9, Southampton,1,0,1,0,1:1,0,1
10, Stoke City,1,0,1,0,1:1,0,1
11, Everton,1,0,1,0,1:1,0,1
12, Watford,1,0,1,0,1:1,0,1
13, Middlesbrough ,1,0,1,0,1:1,0,1
14, Arsenal,1,0,0,1,3:4,-1,0
15, Leicester,1,0,0,1,1:2,-1,0
16, West Ham,1,0,0,1,1:2,-1,0
17, Sunderland,1,0,0,1,1:2,-1,0
18, Crystal Palace,1,0,0,1,0:1,-1,0
19, Burnley ,1,0,0,1,0:1,-1,0
20, Bournemouth,1,0,0,1,1:3,-2,0
