1, Chelsea,6,5,0,1,21:2,19,15
2, Man Utd,6,3,3,0,16:9,7,12
3, Arsenal,6,3,2,1,16:7,9,11
4, Man City,6,3,2,1,7:2,5,11
5, Aston Villa,6,3,1,2,8:10,-2,10
6, West Brom,6,3,1,2,8:11,-3,10
7, Fulham,6,1,5,0,7:6,1,8
8, Spurs,6,2,2,2,6:5,1,8
9, Blackburn,6,2,2,2,7:7,0,8
10, Newcastle,6,2,1,3,9:8,1,7
11, Sunderland,6,1,4,1,7:7,0,7
12, Bolton,6,1,4,1,9:10,-1,7
13, Birmingham,6,1,4,1,7:8,-1,7
14, Stoke City,6,2,1,3,7:9,-2,7
15, Blackpool,6,2,1,3,9:14,-5,7
16, Liverpool,6,1,3,2,6:9,-3,6
17, Wolves ,6,1,2,3,7:10,-3,5
18, Wigan,6,1,2,3,2:13,-11,5
19, West Ham,6,1,1,4,4:13,-9,4
20, Everton,6,0,3,3,4:7,-3,3
