1, Man Utd,4,4,0,0,18:3,15,12
2, Man City,4,4,0,0,15:3,12,12
3, Chelsea,4,3,1,0,7:3,4,10
4, Stoke City,4,2,2,0,3:1,2,8
5, Newcastle,4,2,2,0,3:1,2,8
6, Liverpool,4,2,1,1,6:3,3,7
7, Wolves,4,2,1,1,4:3,1,7
8, Aston Villa,4,1,3,0,5:3,2,6
9, Spurs,4,2,0,2,5:8,-3,6
10, Wigan,4,1,2,1,3:4,-1,5
11, Everton,4,1,1,2,3:5,-2,4
12, QPR ,4,1,1,2,1:6,-5,4
13, Arsenal,4,1,1,2,3:10,-7,4
14, West Brom,4,1,0,3,3:5,-2,3
15, Bolton,4,1,0,3,7:11,-4,3
16, Sunderland,4,0,2,2,2:4,-2,2
17, Norwich ,4,0,2,2,3:6,-3,2
18, Fulham,4,0,2,2,2:5,-3,2
19, Swansea ,4,0,2,2,0:5,-5,2
20, Blackburn,4,0,1,3,3:7,-4,1
