1, Chelsea,5,5,0,0,21:1,20,15
2, Arsenal,5,3,2,0,14:4,10,11
3, Man Utd,5,3,2,0,14:7,7,11
4, Man City,5,2,2,1,6:2,4,8
5, Spurs,5,2,2,1,6:4,2,8
6, Newcastle,5,2,1,2,8:6,2,7
7, Fulham,5,1,4,0,7:6,1,7
8, Aston Villa,5,2,1,2,6:9,-3,7
9, Blackpool,5,2,1,2,8:12,-4,7
10, West Brom,5,2,1,2,5:9,-4,7
11, Sunderland,5,1,3,1,5:5,0,6
12, Birmingham,5,1,3,1,7:8,-1,6
13, Bolton,5,1,3,1,7:8,-1,6
14, Blackburn,5,1,2,2,5:6,-1,5
15, Wolves ,5,1,2,2,6:8,-2,5
16, Liverpool,5,1,2,2,4:7,-3,5
17, Stoke City,5,1,1,3,5:8,-3,4
18, Wigan,5,1,1,3,2:13,-11,4
19, Everton,5,0,2,3,4:7,-3,2
20, West Ham,5,0,1,4,3:13,-10,1
