1, Man Utd,25,15,9,1,55:24,31,54
2, Arsenal,25,16,4,5,51:23,28,52
3, Chelsea,25,14,5,6,48:22,26,47
4, Man City,25,13,7,5,39:22,17,46
5, Spurs,25,11,8,6,34:29,5,41
6, Sunderland,25,9,10,6,30:28,2,37
7, Liverpool,25,10,5,10,33:31,2,35
8, Newcastle,25,9,6,10,38:34,4,33
9, Bolton,25,8,9,8,35:35,0,33
10, Blackpool,25,9,4,12,38:45,-7,31
11, Blackburn,25,9,4,12,31:38,-7,31
12, Stoke City,25,9,3,13,28:31,-3,30
13, Fulham,25,6,11,8,26:26,0,29
14, Everton,25,5,13,7,29:32,-3,28
15, Aston Villa,25,7,7,11,28:43,-15,28
16, West Brom,25,7,6,12,32:46,-14,27
17, Birmingham,25,4,13,8,24:36,-12,25
18, West Ham,25,5,9,11,27:44,-17,24
19, Wigan,25,4,11,10,22:41,-19,23
20, Wolves ,25,6,4,15,25:43,-18,22
