1, Chelsea,35,24,5,6,86:32,54,77
2, Man Utd,35,24,4,7,78:27,51,76
3, Arsenal,35,22,5,8,78:39,39,71
4, Spurs,35,20,7,8,63:34,29,67
5, Man City,35,17,11,7,69:43,26,62
6, Aston Villa,35,16,13,6,50:35,15,61
7, Liverpool,35,17,8,10,57:33,24,59
8, Everton,35,14,12,9,57:48,9,54
9, Birmingham ,35,12,11,12,35:43,-8,47
10, Stoke City,35,11,13,11,34:37,-3,46
11, Fulham,35,11,10,14,35:38,-3,43
12, Blackburn,35,11,10,14,37:53,-16,43
13, Sunderland,35,10,11,14,46:53,-7,41
14, Bolton,35,9,8,18,38:63,-25,35
15, Wigan,35,9,8,18,33:66,-33,35
16, Wolves ,35,8,10,17,28:51,-23,34
17, West Ham,35,7,10,18,41:60,-19,31
18, Hull City,35,6,10,19,32:72,-40,28
19, Burnley ,35,7,6,22,37:74,-37,27
20, Portsmouth FC,35,6,6,23,29:62,-33,15
