1, Leicester,36,22,11,3,64:34,30,77
2, Spurs,36,19,13,4,67:28,39,70
3, Arsenal,36,19,10,7,59:34,25,67
4, Man City,36,19,7,10,68:38,30,64
5, West Ham,36,16,14,6,63:45,18,62
6, Man Utd,36,17,9,10,45:34,11,60
7, Southampton,36,16,9,11,53:39,14,57
8, Liverpool,36,15,11,10,60:49,11,56
9, Chelsea,36,12,13,11,56:49,7,49
10, Stoke City,36,13,9,14,38:52,-14,48
11, Everton,36,10,14,12,55:52,3,44
12, Watford ,36,12,8,16,38:46,-8,44
13, Swansea,36,11,10,15,37:50,-13,43
14, West Brom,36,10,11,15,32:46,-14,41
15, Bournemouth ,36,11,8,17,43:63,-20,41
16, Crystal Palace,36,10,9,17,36:46,-10,39
17, Sunderland,36,8,11,17,43:58,-15,35
18, Norwich ,36,9,7,20,39:63,-24,34
19, Newcastle,36,8,9,19,39:64,-25,33
20, Aston Villa,36,3,7,26,27:72,-45,16
