1, Man Utd,21,14,5,2,36:10,26,47
2, Liverpool,21,13,7,1,35:13,22,46
3, Chelsea,21,12,6,3,40:12,28,42
4, Aston Villa,21,12,5,4,35:23,12,41
5, Arsenal,21,11,5,5,34:23,11,38
6, Everton,21,10,5,6,29:25,4,35
7, Wigan,21,9,4,8,25:22,3,31
8, Hull City ,21,7,6,8,28:39,-11,27
9, Fulham,21,6,8,7,19:19,0,26
10, West Ham,21,7,5,9,26:30,-4,26
11, Portsmouth FC,21,7,5,9,23:33,-10,26
12, Newcastle,21,5,8,8,28:34,-6,23
13, Bolton,21,7,2,12,22:29,-7,23
14, Sunderland,21,6,5,10,22:30,-8,23
15, Man City,21,6,4,11,38:32,6,22
16, Middlesbrough,21,5,6,10,18:30,-12,21
17, Blackburn,21,5,6,10,24:37,-13,21
18, Stoke City ,21,5,6,10,18:33,-15,21
19, Spurs,21,5,5,11,20:26,-6,20
20, West Brom,21,5,3,13,17:37,-20,18
