1, Man Utd,31,19,9,3,68:32,36,66
2, Arsenal,31,17,9,5,62:32,30,60
3, Chelsea,31,17,7,7,57:26,31,58
4, Man City,31,16,8,7,50:27,23,56
5, Spurs,31,13,12,6,44:37,7,51
6, Liverpool,31,13,6,12,42:38,4,45
7, Everton,31,9,14,8,42:41,1,41
8, Bolton,31,10,10,11,43:43,0,40
9, Newcastle,31,10,9,12,48:46,2,39
10, Fulham,31,8,14,9,36:33,3,38
11, Stoke City,31,11,5,15,37:39,-2,38
12, Sunderland,31,9,11,11,33:42,-9,38
13, West Brom,31,9,9,13,43:57,-14,36
14, Blackburn,31,9,7,15,39:51,-12,34
15, Aston Villa,31,8,10,13,39:53,-14,34
16, Birmingham,31,7,13,11,31:45,-14,34
17, Blackpool,31,9,6,16,45:63,-18,33
18, West Ham,31,7,11,13,38:53,-15,32
19, Wolves ,31,9,5,17,36:53,-17,32
20, Wigan,31,6,13,12,29:51,-22,31
