1, Arsenal,8,6,1,1,18:9,9,19
2, Chelsea,8,5,2,1,14:5,9,17
3, Liverpool,8,5,2,1,13:7,6,17
4, Man City,8,5,1,2,20:9,11,16
5, Spurs,8,5,1,2,8:5,3,16
6, Southampton,8,4,3,1,8:3,5,15
7, Everton,8,4,3,1,12:10,2,15
8, Man Utd,8,3,2,3,11:10,1,11
9, Hull City ,8,3,2,3,7:9,-2,11
10, Newcastle,8,3,2,3,11:14,-3,11
11, Swansea,8,3,1,4,12:11,1,10
12, West Brom,8,2,4,2,7:6,1,10
13, Fulham,8,3,1,4,9:10,-1,10
14, Aston Villa,8,3,1,4,9:10,-1,10
15, West Ham,8,2,2,4,8:8,0,8
16, Stoke City,8,2,2,4,4:7,-3,8
17, Cardiff ,8,2,2,4,8:13,-5,8
18, Norwich,8,2,1,5,6:13,-7,7
19, Crystal Palace ,8,1,0,7,6:17,-11,3
20, Sunderland,8,0,1,7,5:20,-15,1
