1, Man Utd,29,21,5,3,51:16,35,68
2, Chelsea,29,18,7,4,49:16,33,61
3, Liverpool,29,17,10,2,49:21,28,61
4, Arsenal,29,14,10,5,45:26,19,52
5, Aston Villa,29,15,7,7,43:31,12,52
6, Everton,29,13,9,7,39:29,10,48
7, West Ham,29,11,7,11,34:34,0,40
8, Wigan,29,10,8,11,29:28,1,38
9, Fulham,29,9,10,10,28:26,2,37
10, Man City,29,10,5,14,45:37,8,35
11, Spurs,29,9,8,12,35:34,1,35
12, Bolton,29,10,3,16,31:43,-12,33
13, Hull City ,29,8,9,12,35:51,-16,33
14, Sunderland,29,8,8,13,29:38,-9,32
15, Blackburn,29,7,9,13,32:48,-16,30
16, Newcastle,29,6,11,12,35:46,-11,29
17, Portsmouth FC,29,7,8,14,30:47,-17,29
18, Stoke City ,29,7,8,14,28:47,-19,29
19, Middlesbrough,29,6,9,14,21:41,-20,27
20, West Brom,29,6,5,18,25:54,-29,23
