1, Chelsea,24,17,5,2,54:21,33,56
2, Man City,24,14,7,3,47:24,23,49
3, Southampton,24,14,3,7,38:17,21,45
4, Man Utd,24,12,8,4,40:23,17,44
5, Spurs,24,13,4,7,37:31,6,43
6, Arsenal,24,12,6,6,45:27,18,42
7, Liverpool,24,11,6,7,33:27,6,39
8, West Ham,24,10,7,7,36:28,8,37
9, Swansea,24,9,7,8,28:31,-3,34
10, Stoke City,24,9,6,9,27:29,-2,33
11, Newcastle,24,8,7,9,30:36,-6,31
12, Everton,24,6,9,9,31:34,-3,27
13, Crystal Palace,24,6,8,10,26:34,-8,26
14, Sunderland,24,4,12,8,22:34,-12,24
15, West Brom,24,5,8,11,22:34,-12,23
16, Aston Villa,24,5,7,12,12:32,-20,22
17, Burnley ,24,4,9,11,23:40,-17,21
18, Hull City,24,4,8,12,21:34,-13,20
19, QPR ,24,5,4,15,24:43,-19,19
20, Leicester ,24,4,5,15,21:38,-17,17
