1, Chelsea,8,7,0,1,18:6,12,21
2, Man Utd,8,6,1,1,19:8,11,19
3, Arsenal,8,6,0,2,28:12,16,18
4, Spurs,8,5,1,2,19:12,7,16
5, Man City,8,5,1,2,15:10,5,16
6, Liverpool,8,5,0,3,22:12,10,15
7, Sunderland,8,4,1,3,16:13,3,13
8, Aston Villa,8,4,1,3,11:8,3,13
9, Everton,8,4,1,3,11:11,0,13
10, Burnley ,8,4,0,4,7:16,-9,12
11, Fulham,8,3,1,4,9:10,-1,10
12, Stoke City,8,2,3,3,6:10,-4,9
13, Wigan,8,3,0,5,8:15,-7,9
14, West Ham,8,2,2,4,10:12,-2,8
15, Bolton,8,2,2,4,12:15,-3,8
16, Birmingham ,8,2,1,5,5:8,-3,7
17, Wolves ,8,2,1,5,7:14,-7,7
18, Blackburn,8,2,1,5,8:18,-10,7
19, Hull City,8,2,1,5,8:20,-12,7
20, Portsmouth FC,8,1,0,7,4:13,-9,-6
