1, Man City,1,1,0,0,4:0,4,3
2, Bolton,1,1,0,0,4:0,4,3
3, Spurs,1,1,0,0,2:0,2,3
4, Wolves,1,1,0,0,2:1,1,3
5, Man Utd,1,1,0,0,2:1,1,3
6, Liverpool,1,0,1,0,1:1,0,1
7, Sunderland,1,0,1,0,1:1,0,1
8, Wigan,1,0,1,0,1:1,0,1
9, Norwich ,1,0,1,0,1:1,0,1
10, Arsenal,1,0,1,0,0:0,0,1
11, Aston Villa,1,0,1,0,0:0,0,1
12, Stoke City,1,0,1,0,0:0,0,1
13, Chelsea,1,0,1,0,0:0,0,1
14, Newcastle,1,0,1,0,0:0,0,1
15, Fulham,1,0,1,0,0:0,0,1
16, Blackburn,1,0,0,1,1:2,-1,0
17, West Brom,1,0,0,1,1:2,-1,0
18, Everton,1,0,0,1,0:2,-2,0
19, QPR ,1,0,0,1,0:4,-4,0
20, Swansea ,1,0,0,1,0:4,-4,0
