1, Man City,1,1,0,0,4:0,4,3
2, Man Utd,1,1,0,0,4:1,3,3
3, Aston Villa,1,1,0,0,3:1,2,3
4, Chelsea,1,1,0,0,2:0,2,3
5, West Ham,1,1,0,0,2:0,2,3
6, Spurs,1,1,0,0,1:0,1,3
7, Liverpool,1,1,0,0,1:0,1,3
8, Fulham,1,1,0,0,1:0,1,3
9, Southampton,1,1,0,0,1:0,1,3
10, Everton,1,0,1,0,2:2,0,1
11, Norwich,1,0,1,0,2:2,0,1
12, West Brom,1,0,0,1,0:1,-1,0
13, Stoke City,1,0,0,1,0:1,-1,0
14, Sunderland,1,0,0,1,0:1,-1,0
15, Crystal Palace ,1,0,0,1,0:1,-1,0
16, Arsenal,1,0,0,1,1:3,-2,0
17, Cardiff ,1,0,0,1,0:2,-2,0
18, Hull City ,1,0,0,1,0:2,-2,0
19, Swansea,1,0,0,1,1:4,-3,0
20, Newcastle,1,0,0,1,0:4,-4,0
