1, Man Utd,29,22,4,3,73:27,46,70
2, Man City,29,22,3,4,71:21,50,69
3, Arsenal,29,17,4,8,58:39,19,55
4, Spurs,29,16,6,7,53:35,18,54
5, Chelsea,29,14,7,8,49:34,15,49
6, Newcastle,29,13,8,8,41:41,0,47
7, Liverpool,29,11,9,9,35:29,6,42
8, Swansea ,29,10,9,10,34:34,0,39
9, Sunderland,29,10,7,12,36:33,3,37
10, Everton,29,10,7,12,28:32,-4,37
11, Stoke City,29,10,7,12,28:40,-12,37
12, Fulham,29,9,9,11,37:40,-3,36
13, West Brom,29,10,6,13,35:38,-3,36
14, Norwich ,29,9,9,11,39:46,-7,36
15, Aston Villa,29,7,12,10,32:37,-5,33
16, Blackburn,29,7,7,15,42:60,-18,28
17, Bolton,29,8,2,19,33:58,-25,26
18, QPR ,29,6,7,16,32:50,-18,25
19, Wigan,29,4,10,15,25:54,-29,22
20, Wolves,29,5,7,17,30:63,-33,22
