1, Chelsea,22,15,4,3,53:19,34,49
2, Arsenal,22,15,3,4,59:25,34,48
3, Man Utd,22,15,2,5,49:19,30,47
4, Aston Villa,22,11,6,5,31:19,12,39
5, Spurs,22,11,5,6,42:24,18,38
6, Man City,22,10,8,4,42:32,10,38
7, Liverpool,22,11,4,7,40:26,14,37
8, Birmingham ,22,10,6,6,23:20,3,36
9, Fulham,22,8,6,8,27:24,3,30
10, Everton,22,7,8,7,32:34,-2,29
11, Sunderland,22,7,5,10,34:38,-4,26
12, Stoke City,22,6,8,8,20:27,-7,26
13, Blackburn,22,6,6,10,23:39,-16,24
14, Wigan,22,6,5,11,24:46,-22,23
15, Wolves ,22,6,4,12,20:39,-19,22
16, Burnley ,22,5,6,11,23:44,-21,21
17, Hull City,22,4,8,10,21:43,-22,20
18, West Ham,22,4,7,11,29:40,-11,19
19, Bolton,22,4,7,11,28:46,-18,19
20, Portsmouth FC,22,4,2,16,19:35,-16,5
