1, Chelsea,3,2,1,0,6:1,5,7
2, Man Utd,3,2,1,0,5:1,4,7
3, Liverpool,3,2,1,0,3:1,2,7
4, Man City,3,2,0,1,8:4,4,6
5, Arsenal,3,2,0,1,4:1,3,6
6, West Ham,3,2,0,1,6:5,1,6
7, Middlesbrough,3,2,0,1,5:4,1,6
8, Aston Villa,3,1,1,1,6:5,1,4
9, Bolton,3,1,1,1,3:2,1,4
10, Blackburn,3,1,1,1,5:7,-2,4
11, Newcastle,3,1,1,1,2:4,-2,4
12, Hull City ,3,1,1,1,3:7,-4,4
13, Wigan,3,1,0,2,6:3,3,3
14, Stoke City ,3,1,0,2,5:7,-2,3
15, Portsmouth FC,3,1,0,2,3:5,-2,3
16, Everton,3,1,0,2,4:7,-3,3
17, Sunderland,3,1,0,2,2:5,-3,3
18, Fulham,3,1,0,2,2:5,-3,3
19, Spurs,3,0,1,2,3:5,-2,1
20, West Brom,3,0,1,2,1:3,-2,1
