1, Chelsea,12,9,1,2,28:5,23,28
2, Man Utd,12,6,6,0,24:13,11,24
3, Arsenal,12,7,2,3,24:11,13,23
4, Man City,12,6,3,3,15:10,5,21
5, Newcastle,12,5,2,5,21:16,5,17
6, Bolton,12,3,7,2,18:17,1,16
7, Spurs,12,4,4,4,14:15,-1,16
8, Sunderland,12,3,7,2,12:13,-1,16
9, Liverpool,12,4,4,4,13:15,-2,16
10, Aston Villa,12,4,4,4,13:16,-3,16
11, West Brom,12,4,4,4,16:21,-5,16
12, Everton,12,3,6,3,13:11,2,15
13, Blackburn,12,4,3,5,13:14,-1,15
14, Blackpool,12,4,2,6,19:26,-7,14
15, Fulham,12,2,7,3,13:13,0,13
16, Stoke City,12,4,1,7,13:18,-5,13
17, Birmingham,12,2,6,4,14:17,-3,12
18, Wigan,12,2,5,5,9:21,-12,11
19, Wolves ,12,2,3,7,11:20,-9,9
20, West Ham,12,1,5,6,11:22,-11,8
