1, Man Utd,22,18,1,3,56:29,27,55
2, Man City,22,14,6,2,43:19,24,48
3, Chelsea,22,12,6,4,45:21,24,42
4, Spurs,22,12,4,6,39:27,12,40
5, Arsenal,22,10,7,5,45:25,20,37
6, Everton,22,9,10,3,35:26,9,37
7, West Brom,22,10,3,9,31:30,1,33
8, Liverpool,22,8,7,7,35:28,7,31
9, Swansea,22,7,9,6,31:26,5,30
10, Stoke City,22,6,11,5,21:24,-3,29
11, West Ham ,22,7,5,10,25:32,-7,26
12, Norwich,22,6,8,8,24:34,-10,26
13, Fulham,22,6,7,9,33:38,-5,25
14, Sunderland,22,6,7,9,24:29,-5,25
15, Southampton ,22,5,7,10,30:40,-10,22
16, Newcastle,22,5,6,11,27:39,-12,21
17, Wigan,22,5,4,13,23:40,-17,19
18, Aston Villa,22,4,7,11,17:42,-25,19
19, Reading ,22,3,7,12,26:42,-16,16
20, QPR,22,2,8,12,17:36,-19,14
