1, Chelsea,16,12,1,3,40:13,27,37
2, Arsenal,16,11,1,4,44:21,23,34
3, Man Utd,16,11,1,4,34:14,20,34
4, Aston Villa,16,8,5,3,26:14,12,29
5, Spurs,16,8,3,5,35:22,13,27
6, Man City,16,6,8,2,29:23,6,26
7, Liverpool,16,7,3,6,32:22,10,24
8, Birmingham ,16,7,3,6,16:16,0,24
9, Fulham,16,6,5,5,20:17,3,23
10, Sunderland,16,6,3,7,22:22,0,21
11, Stoke City,16,5,6,5,15:19,-4,21
12, Everton,16,5,5,6,22:27,-5,20
13, Blackburn,16,5,4,7,16:28,-12,19
14, Burnley ,16,5,3,8,20:34,-14,18
15, Wigan,16,5,3,8,19:36,-17,18
16, Wolves ,16,4,4,8,15:28,-13,16
17, West Ham,16,3,5,8,24:31,-7,14
18, Hull City,16,3,5,8,14:32,-18,14
19, Bolton,16,3,4,9,22:36,-14,13
20, Portsmouth FC,16,3,2,11,14:24,-10,2
