1, Man Utd,3,3,0,0,13:3,10,9
2, Man City,3,3,0,0,12:3,9,9
3, Liverpool,3,2,1,0,6:2,4,7
4, Chelsea,3,2,1,0,5:2,3,7
5, Wolves,3,2,1,0,4:1,3,7
6, Newcastle,3,2,1,0,3:1,2,7
7, Aston Villa,3,1,2,0,3:1,2,5
8, Wigan,3,1,2,0,3:1,2,5
9, Stoke City,3,1,2,0,2:1,1,5
10, Bolton,3,1,0,2,7:6,1,3
11, Everton,3,1,0,2,1:3,-2,3
12, Spurs,3,1,0,2,3:8,-5,3
13, QPR ,3,1,0,2,1:6,-5,3
14, Sunderland,3,0,2,1,1:2,-1,2
15, Norwich ,3,0,2,1,3:5,-2,2
16, Swansea ,3,0,2,1,0:4,-4,2
17, Fulham,3,0,1,2,1:4,-3,1
18, Arsenal,3,0,1,2,2:10,-8,1
19, West Brom,3,0,0,3,2:5,-3,0
20, Blackburn,3,0,0,3,2:6,-4,0
