1, Chelsea,4,4,0,0,17:1,16,12
2, Arsenal,4,3,1,0,13:3,10,10
3, Man Utd,4,2,2,0,11:5,6,8
4, Blackpool,4,2,1,1,8:8,0,7
5, Birmingham,4,1,3,0,6:5,1,6
6, Fulham,4,1,3,0,6:5,1,6
7, Aston Villa,4,2,0,2,5:8,-3,6
8, Man City,4,1,2,1,4:2,2,5
9, Wolves ,4,1,2,1,5:5,0,5
10, Sunderland,4,1,2,1,4:4,0,5
11, Spurs,4,1,2,1,3:3,0,5
12, Bolton,4,1,2,1,6:7,-1,5
13, Liverpool,4,1,2,1,2:4,-2,5
14, Newcastle,4,1,1,2,7:6,1,4
15, Blackburn,4,1,1,2,4:5,-1,4
16, West Brom,4,1,1,2,2:8,-6,4
17, Wigan,4,1,1,2,2:11,-9,4
18, Stoke City,4,1,0,3,4:7,-3,3
19, Everton,4,0,2,2,4:6,-2,2
20, West Ham,4,0,0,4,2:12,-10,0
