1, Chelsea,4,3,1,0,8:2,6,10
2, Man Utd,4,3,0,1,10:5,5,9
3, Arsenal,4,2,2,0,8:1,7,8
4, Man City,4,2,2,0,9:6,3,8
5, Swansea,4,2,1,1,10:4,6,7
6, West Brom,4,2,1,1,6:4,2,7
7, Everton,4,2,1,1,6:5,1,7
8, West Ham ,4,2,1,1,4:3,1,7
9, Fulham,4,2,0,2,10:6,4,6
10, Sunderland,4,1,3,0,6:3,3,6
11, Spurs,4,1,2,1,6:5,1,5
12, Newcastle,4,1,2,1,5:6,-1,5
13, Stoke City,4,0,4,0,4:4,0,4
14, Aston Villa,4,1,1,2,4:5,-1,4
15, Wigan,4,1,1,2,4:8,-4,4
16, Norwich,4,0,3,1,2:7,-5,3
17, Liverpool,4,0,2,2,3:8,-5,2
18, QPR,4,0,2,2,2:9,-7,2
19, Reading ,4,0,1,3,4:11,-7,1
20, Southampton ,4,0,0,4,5:14,-9,0
