1, Man City,10,9,1,0,36:8,28,28
2, Man Utd,10,7,2,1,27:12,15,23
3, Newcastle,10,6,4,0,15:7,8,22
4, Spurs,10,7,1,2,20:14,6,22
5, Chelsea,10,6,1,3,23:15,8,19
6, Liverpool,10,5,3,2,14:10,4,18
7, Arsenal,10,5,1,4,20:21,-1,16
8, Norwich ,10,3,4,3,14:15,-1,13
9, Aston Villa,10,2,6,2,13:13,0,12
10, Swansea ,10,3,3,4,12:15,-3,12
11, Stoke City,10,3,3,4,8:14,-6,12
12, QPR ,10,3,3,4,8:17,-9,12
13, West Brom,10,3,2,5,9:13,-4,11
14, Sunderland,10,2,4,4,14:12,2,10
15, Fulham,10,2,4,4,13:12,1,10
16, Everton,10,3,1,6,10:15,-5,10
17, Wolves,10,2,2,6,9:17,-8,8
18, Blackburn,10,1,3,6,13:23,-10,6
19, Bolton,10,2,0,8,13:27,-14,6
20, Wigan,10,1,2,7,6:17,-11,5
