1, Man Utd,7,6,0,1,17:6,11,18
2, Chelsea,7,6,0,1,16:6,10,18
3, Liverpool,7,5,0,2,22:10,12,15
4, Arsenal,7,5,0,2,22:10,12,15
5, Spurs,7,5,0,2,17:10,7,15
6, Man City,7,5,0,2,14:9,5,15
7, Sunderland,7,4,0,3,14:11,3,12
8, Aston Villa,7,4,0,3,10:7,3,12
9, Everton,7,4,0,3,10:10,0,12
10, Fulham,7,3,0,4,7:8,-1,9
11, Wigan,7,3,0,4,7:13,-6,9
12, Burnley ,7,3,0,4,5:15,-10,9
13, Stoke City,7,2,2,3,5:9,-4,8
14, West Ham,7,2,1,4,8:10,-2,7
15, Birmingham ,7,2,1,4,4:6,-2,7
16, Bolton,7,2,1,4,10:13,-3,7
17, Wolves ,7,2,1,4,7:13,-6,7
18, Blackburn,7,2,1,4,6:12,-6,7
19, Hull City,7,1,1,5,6:19,-13,4
20, Portsmouth FC,7,0,0,7,3:13,-10,-9
