1, Chelsea,5,5,0,0,12:3,9,15
2, Man Utd,5,4,0,1,11:3,8,12
3, Spurs,5,4,0,1,12:7,5,12
4, Man City,5,4,0,1,8:4,4,12
5, Arsenal,5,3,0,2,17:10,7,9
6, Liverpool,5,3,0,2,13:7,6,9
7, Sunderland,5,3,0,2,8:6,2,9
8, Aston Villa,5,3,0,2,7:5,2,9
9, Fulham,5,3,0,2,6:5,1,9
10, West Ham,5,2,1,2,5:4,1,7
11, Stoke City,5,2,1,2,4:6,-2,7
12, Everton,5,2,0,3,6:10,-4,6
13, Wigan,5,2,0,3,4:8,-4,6
14, Burnley ,5,2,0,3,2:9,-7,6
15, Birmingham ,5,1,1,3,2:4,-2,4
16, Blackburn,5,1,1,3,4:8,-4,4
17, Wolves ,5,1,1,3,3:7,-4,4
18, Hull City,5,1,1,3,5:12,-7,4
19, Bolton,5,1,0,4,7:11,-4,3
20, Portsmouth FC,5,0,0,5,3:10,-7,-9
