1, Chelsea,6,5,1,0,11:3,8,16
2, Everton,6,4,1,1,12:6,6,13
3, Man Utd,6,4,0,2,14:9,5,12
4, Man City,6,3,3,0,12:8,4,12
5, Spurs,6,3,2,1,11:8,3,11
6, West Brom,6,3,2,1,8:5,3,11
7, West Ham ,6,3,2,1,7:5,2,11
8, Sunderland,6,2,4,0,8:4,4,10
9, Arsenal,6,2,3,1,10:4,6,9
10, Fulham,6,3,0,3,13:9,4,9
11, Newcastle,6,2,3,1,8:8,0,9
12, Swansea,6,2,1,3,10:9,1,7
13, Stoke City,6,1,4,1,6:5,1,7
14, Liverpool,6,1,2,3,9:12,-3,5
15, Aston Villa,6,1,2,3,6:10,-4,5
16, Wigan,6,1,1,4,5:11,-6,4
17, Southampton ,6,1,0,5,10:18,-8,3
18, Norwich,6,0,3,3,4:13,-9,3
19, Reading ,6,0,2,4,6:14,-8,2
20, QPR,6,0,2,4,4:13,-9,2
