1, Swansea,2,2,0,0,8:0,8,6
2, Chelsea,2,2,0,0,4:0,4,6
3, Everton,2,2,0,0,4:1,3,6
4, West Brom,2,1,1,0,4:1,3,4
5, Sunderland,2,1,1,0,3:0,3,4
6, Man City,2,1,1,0,5:4,1,4
7, Fulham,2,1,0,1,7:3,4,3
8, Man Utd,2,1,0,1,3:3,0,3
9, Wigan,2,1,0,1,2:2,0,3
10, Newcastle,2,1,0,1,2:3,-1,3
11, West Ham ,2,1,0,1,1:3,-2,3
12, Stoke City,2,0,2,0,1:1,0,2
13, Arsenal,2,0,2,0,0:0,0,2
14, Spurs,2,0,1,1,2:3,-1,1
15, Liverpool,2,0,1,1,2:5,-3,1
16, Reading ,2,0,1,1,1:4,-3,1
17, Norwich,2,0,1,1,1:6,-5,1
18, QPR,2,0,1,1,1:6,-5,1
19, Southampton ,2,0,0,2,2:5,-3,0
20, Aston Villa,2,0,0,2,1:4,-3,0
