1, Chelsea,34,26,3,5,73:32,41,81
2, Spurs,34,23,8,3,75:23,52,77
3, Man City,34,20,8,6,66:36,30,68
4, Liverpool,34,19,9,6,70:42,28,66
5, Arsenal,34,20,6,8,68:40,28,66
6, Man Utd,34,17,14,3,50:24,26,65
7, Everton,34,16,10,8,60:37,23,58
8, West Brom,34,12,8,14,40:45,-5,44
9, Southampton,34,11,8,15,39:46,-7,41
10, Watford,34,11,7,16,40:58,-18,40
11, Stoke City,34,10,9,15,37:50,-13,39
12, Crystal Palace,34,11,5,18,46:54,-8,38
13, Bournemouth,34,10,8,16,49:63,-14,38
14, West Ham,34,10,8,16,44:59,-15,38
15, Leicester,34,10,7,17,42:60,-18,37
16, Burnley ,34,10,6,18,33:49,-16,36
17, Hull City ,34,9,6,19,36:67,-31,33
18, Swansea,34,9,4,21,39:68,-29,31
19, Middlesbrough ,34,5,12,17,24:43,-19,27
20, Sunderland,34,5,6,23,26:61,-35,21
