1, Chelsea,9,7,1,1,21:9,12,22
2, Man Utd,9,7,0,2,24:13,11,21
3, Man City,9,6,3,0,18:9,9,21
4, Spurs,9,5,2,2,17:13,4,17
5, Everton,9,4,4,1,17:11,6,16
6, Arsenal,9,4,3,2,14:6,8,15
7, Fulham,9,4,2,3,19:14,5,14
8, West Ham ,9,4,2,3,13:11,2,14
9, West Brom,9,4,2,3,13:11,2,14
10, Newcastle,9,3,4,2,11:13,-2,13
11, Sunderland,9,2,6,1,9:8,1,12
12, Swansea,9,3,2,4,14:13,1,11
13, Liverpool,9,2,4,3,12:14,-2,10
14, Stoke City,9,1,6,2,8:9,-1,9
15, Wigan,9,2,2,5,10:16,-6,8
16, Norwich,9,1,4,4,7:18,-11,7
17, Aston Villa,9,1,3,5,7:14,-7,6
18, Reading ,9,0,4,5,11:20,-9,4
19, Southampton ,9,1,1,7,14:26,-12,4
20, QPR,9,0,3,6,7:18,-11,3
