,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0
20,0,0,0,1,0,0,0,0,0,0
21,1,0,0,1,0,0,0,0,0,0
22,1,0,0,2,0,0,0,0,0,0
23,1,1,0,2,0,0,0,0,0,0
24,1,1,0,2,0,0,0,0,0,0
25,1,1,0,2,0,0,0,0,0,0
26,1,1,0,2,0,0,0,0,0,0
27,1,1,0,2,0,0,0,0,0,0
28,1,1,0,2,0,0,0,0,0,0
29,1,1,0,2,0,0,0,0,0,0
30,1,1,0,2,0,0,0,0,0,0
31,1,1,0,2,0,0,0,0,0,0
32,1,1,0,2,0,0,0,0,0,0
33,1,1,0,2,0,0,0,0,0,0
34,1,1,0,2,0,0,0,0,0,0
35,1,1,0,2,0,0,0,0,0,0
36,1,1,0,2,0,0,0,0,0,0
37,1,1,1,2,0,0,0,0,0,0
38,1,1,1,2,0,0,0,0,0,0
39,1,1,2,2,0,0,0,0,0,0
40,1,1,2,2,0,0,0,0,0,0
41,1,1,2,2,0,0,0,0,0,0
42,1,1,2,2,0,0,0,0,0,0
43,1,1,2,2,0,0,0,0,0,0
44,1,1,2,2,0,0,0,0,0,0
45,1,1,2,2,0,0,0,0,0,0
46,1,1,2,2,0,0,0,0,0,0
47,1,1,2,2,0,0,1,0,0,0
48,1,2,2,2,0,0,1,0,0,1
49,1,2,2,2,0,0,1,0,0,1
50,1,2,2,2,0,0,1,1,0,1
51,1,2,2,2,0,0,1,1,0,1
52,1,2,2,2,0,0,1,1,0,1
53,1,2,2,2,0,0,1,1,0,1
54,1,2,2,2,0,0,1,1,0,1
55,1,2,2,2,0,0,1,1,0,1
56,1,2,2,2,0,0,1,1,0,1
57,1,2,2,2,0,0,1,1,0,1
58,1,2,2,2,0,0,1,1,0,1
59,1,2,2,2,0,0,1,1,0,1
60,1,2,2,2,0,0,1,1,0,1
61,1,2,3,2,0,0,1,1,0,1
62,1,2,3,2,0,0,1,1,0,1
63,1,2,3,2,0,0,1,1,0,1
64,1,2,3,2,0,0,1,1,0,1
65,1,2,3,2,0,0,1,1,0,1
66,1,2,3,2,0,0,1,1,0,1
67,1,2,3,2,0,0,1,1,0,1
68,1,2,3,2,0,0,1,1,0,1
69,1,2,3,2,0,0,1,1,0,1
70,1,2,3,2,0,0,1,1,0,1
71,1,2,3,2,0,0,1,1,0,1
72,1,2,3,2,0,0,1,1,0,1
73,1,2,3,2,0,0,2,1,0,1
74,1,2,3,2,0,0,2,1,0,1
75,1,2,3,2,0,0,2,1,0,1
76,1,2,3,2,0,0,2,2,0,1
77,1,2,3,2,0,0,2,2,0,1
78,1,2,3,2,0,0,2,2,0,1
79,1,2,3,2,0,0,2,2,0,1
80,1,2,3,2,0,0,2,2,0,1
81,1,2,3,2,0,0,2,2,0,1
82,1,2,3,2,0,0,2,2,0,1
83,1,2,3,2,0,0,2,2,0,1
84,1,2,3,2,0,0,2,2,0,1
85,1,2,3,2,0,0,3,2,0,1
86,1,2,3,2,0,0,3,2,0,1
87,1,2,3,2,0,0,3,2,0,1
88,1,2,3,2,0,0,3,2,0,1
89,1,2,3,2,0,0,3,2,0,1
90,1,2,4,2,0,0,3,2,0,1
