,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,0,0,0,0,1,0
14,1,0,0,0,0,0,0,0,1,0
15,1,0,0,0,0,0,0,0,1,0
16,1,0,0,0,0,0,0,0,1,0
17,1,0,0,0,0,0,0,0,1,0
18,1,0,0,0,0,0,0,0,1,0
19,1,0,0,0,0,0,0,0,1,0
20,1,0,0,0,0,0,0,0,1,0
21,1,0,0,0,0,0,0,0,1,0
22,1,0,0,0,0,0,0,0,1,0
23,1,0,0,0,0,0,0,0,1,0
24,1,0,0,0,0,0,0,0,1,0
25,1,0,0,0,0,0,0,0,1,0
26,2,0,0,0,0,0,0,0,1,0
27,2,0,0,0,0,0,0,0,1,0
28,2,0,0,0,0,0,0,0,1,0
29,2,0,0,0,0,0,0,0,1,0
30,2,0,0,0,0,0,0,0,1,0
31,2,0,0,0,0,0,0,0,1,0
32,2,0,0,0,0,0,0,0,1,0
33,2,0,0,0,0,0,0,0,1,0
34,2,0,0,0,0,0,0,0,1,0
35,2,0,0,0,0,0,0,0,1,0
36,2,0,0,0,0,0,0,0,1,0
37,2,0,0,0,0,0,0,0,1,0
38,2,0,0,0,0,0,0,0,1,0
39,2,0,0,0,0,0,0,0,1,0
40,2,0,0,0,0,0,0,0,1,0
41,2,0,0,1,0,0,0,0,1,0
42,2,0,0,1,0,0,0,0,1,0
43,2,0,0,1,0,0,0,0,1,0
44,2,0,0,1,0,0,0,0,1,0
45,2,0,0,1,0,0,0,0,1,0
46,2,0,0,1,0,0,0,0,1,0
47,2,0,0,1,0,0,0,0,1,0
48,2,0,0,1,0,0,0,0,1,0
49,2,0,0,1,0,0,0,0,1,0
50,2,0,0,1,0,0,0,0,1,0
51,2,0,0,1,0,0,0,0,1,0
52,2,0,0,1,0,0,0,0,1,0
53,2,0,0,1,0,0,0,0,1,0
54,2,0,0,1,0,0,0,0,1,0
55,2,0,0,1,0,0,0,0,1,0
56,2,0,0,1,0,0,0,0,1,0
57,2,0,0,1,0,0,0,0,1,0
58,2,0,0,1,0,0,0,0,1,0
59,2,0,0,1,0,0,0,0,1,0
60,2,0,0,1,0,0,0,2,1,0
61,2,0,0,1,0,0,0,2,1,0
62,2,0,0,1,0,0,0,2,1,0
63,2,0,0,1,0,0,0,2,1,0
64,2,0,0,1,0,0,0,2,1,0
65,2,0,0,1,0,0,0,2,1,0
66,2,0,0,1,0,0,0,2,1,0
67,2,0,0,1,0,0,0,2,1,0
68,2,0,0,1,0,0,1,2,1,0
69,2,0,0,1,0,0,1,2,1,0
70,2,0,0,1,0,0,1,2,1,0
71,2,0,0,1,0,0,1,2,1,0
72,2,0,0,1,0,0,1,2,1,0
73,2,0,0,1,0,0,1,2,1,0
74,2,0,0,1,0,0,1,2,1,0
75,2,0,0,1,0,0,1,2,1,0
76,2,0,0,1,0,0,2,2,1,0
77,2,0,0,1,0,0,2,2,1,0
78,2,0,0,1,0,0,2,2,1,0
79,2,0,0,1,0,0,2,2,1,0
80,2,0,0,1,0,0,2,3,1,0
81,2,0,0,1,0,0,2,3,1,0
82,2,0,0,1,0,0,2,3,1,0
83,2,0,0,1,0,0,2,3,1,0
84,2,0,0,1,0,0,2,3,1,0
85,2,0,0,1,0,0,2,3,1,0
86,2,0,0,1,0,0,3,3,1,0
87,2,0,0,1,0,0,3,3,1,0
88,2,0,0,1,0,0,3,3,1,0
89,2,0,0,1,0,0,3,3,1,0
90,2,0,0,1,0,0,3,3,1,0
