,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0
14,2,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,1
18,2,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,1
25,2,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,1
28,2,0,0,0,0,0,0,0,0,1
29,2,0,0,0,0,0,0,0,0,1
30,2,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,1
32,3,0,0,0,0,0,0,0,0,1
33,3,0,0,0,0,0,0,0,0,1
34,3,0,0,0,0,0,0,0,0,1
35,3,1,0,0,0,0,0,0,0,1
36,3,1,0,0,0,0,0,0,0,1
37,3,1,0,0,0,0,0,0,0,1
38,3,1,0,0,0,0,0,0,0,1
39,3,1,0,0,0,0,0,0,0,1
40,3,1,0,0,0,0,0,0,0,1
41,3,1,0,0,0,0,0,0,0,1
42,3,1,0,0,0,0,0,0,0,1
43,3,1,0,0,0,0,0,0,0,1
44,3,1,0,0,0,0,0,0,0,1
45,3,1,0,0,0,0,0,0,0,1
46,3,1,0,0,0,0,0,0,0,1
47,3,1,0,0,0,0,0,1,0,1
48,3,1,0,0,0,0,0,1,0,1
49,3,1,0,0,0,0,0,1,0,1
50,3,1,0,0,0,0,0,1,0,1
51,3,1,0,0,0,0,0,1,0,1
52,3,1,0,0,0,0,0,1,0,1
53,3,1,0,0,0,0,0,1,0,1
54,3,1,0,0,0,0,0,1,0,1
55,3,1,0,0,0,0,0,1,0,1
56,3,1,0,1,0,0,0,1,0,1
57,3,1,0,1,0,0,0,1,0,1
58,3,1,0,1,0,0,0,1,0,1
59,3,1,0,1,0,0,1,1,0,1
60,3,1,0,1,0,0,1,1,0,1
61,3,1,0,1,0,0,1,1,0,1
62,3,1,0,1,0,0,1,1,0,1
63,3,1,1,1,0,0,1,1,0,1
64,3,1,1,1,0,0,1,1,0,1
65,3,1,2,1,0,0,1,1,0,1
66,3,1,2,1,0,0,1,1,0,1
67,3,1,2,1,0,0,1,1,0,1
68,3,1,2,1,0,0,1,1,0,1
69,3,1,2,1,0,0,1,1,0,1
70,3,1,2,1,0,0,1,1,0,1
71,3,2,2,1,0,0,1,1,0,1
72,3,2,2,1,0,0,1,1,0,1
73,3,2,2,1,0,0,2,1,0,1
74,3,2,2,1,0,0,2,1,0,1
75,3,2,2,1,0,0,2,1,0,1
76,3,2,2,1,0,0,2,1,0,1
77,3,2,2,1,0,0,2,1,0,1
78,3,2,2,1,0,0,2,1,0,1
79,3,2,2,1,0,0,3,2,0,1
80,3,2,2,1,0,0,3,2,0,1
81,3,2,2,1,0,0,3,2,0,1
82,3,2,2,1,0,0,3,2,0,1
83,3,2,2,1,0,0,3,2,0,1
84,3,2,2,1,0,0,3,2,0,1
85,3,2,3,1,0,0,3,2,0,1
86,3,2,3,1,0,0,3,3,0,1
87,3,2,3,1,0,0,3,3,0,1
88,3,2,3,1,0,0,3,3,0,1
89,3,2,3,1,0,0,3,3,0,1
90,3,2,3,1,0,0,3,3,0,1
