,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,0,0,0,1,0
18,0,0,0,1,0,0,0,0,1,0
19,0,0,0,1,0,0,0,0,1,0
20,0,0,0,1,0,0,0,0,1,0
21,0,1,0,1,0,0,0,0,1,0
22,0,1,0,1,0,0,0,0,1,0
23,0,1,0,1,0,0,0,0,1,0
24,0,1,0,1,0,0,0,0,1,0
25,0,1,0,1,0,0,0,0,1,0
26,0,1,0,1,0,0,0,0,1,0
27,0,1,0,1,0,0,0,0,1,0
28,0,1,0,1,0,0,0,0,1,0
29,0,1,0,1,0,0,0,0,1,0
30,0,1,0,1,0,0,0,0,1,0
31,0,2,0,1,0,0,0,0,1,0
32,0,2,0,1,0,0,0,0,1,0
33,0,2,0,1,0,0,0,0,1,0
34,0,2,0,1,0,0,0,0,1,0
35,0,2,0,1,0,0,0,0,1,0
36,1,2,0,1,0,0,0,0,1,0
37,1,2,0,1,0,0,0,0,1,0
38,1,2,1,1,0,0,0,0,1,0
39,1,2,1,1,0,0,0,0,1,0
40,1,2,1,1,0,0,0,0,1,0
41,1,2,1,1,0,0,0,0,1,0
42,1,2,1,1,0,0,0,0,1,0
43,1,3,1,1,0,0,0,0,1,0
44,1,3,1,1,0,0,0,0,1,0
45,1,3,1,1,0,0,0,0,1,0
46,1,3,1,1,0,0,0,0,1,0
47,1,3,1,1,0,0,0,0,1,0
48,1,3,1,1,0,0,0,0,1,0
49,1,3,1,1,0,0,0,0,1,0
50,1,3,1,1,0,0,0,0,1,0
51,1,3,1,1,0,0,0,0,1,0
52,1,3,1,1,0,0,0,0,1,0
53,1,3,1,1,0,0,0,0,1,0
54,1,3,1,1,0,0,0,0,1,0
55,1,3,1,1,0,0,0,0,1,0
56,1,3,1,1,0,1,0,0,1,0
57,1,3,1,1,0,1,0,1,1,0
58,1,3,1,1,0,1,0,1,1,0
59,1,3,1,1,0,1,0,1,1,0
60,2,3,1,1,0,1,0,1,1,0
61,2,3,1,1,0,1,1,1,1,0
62,2,3,1,1,0,1,1,1,1,0
63,2,3,1,1,0,1,1,1,1,0
64,2,3,1,1,0,1,1,1,1,0
65,2,3,1,1,0,1,1,1,1,0
66,2,3,1,1,0,1,1,1,1,0
67,2,3,1,1,0,1,1,1,1,0
68,2,3,1,1,0,1,1,1,1,0
69,2,3,1,1,0,1,1,1,1,0
70,2,3,1,1,0,1,1,1,1,0
71,2,3,1,1,0,1,1,1,1,0
72,2,3,2,1,0,1,1,1,1,0
73,2,3,2,1,0,1,1,1,1,0
74,2,3,2,1,0,1,1,1,1,0
75,2,3,2,1,0,1,1,1,1,0
76,2,3,2,1,0,1,1,1,1,0
77,2,3,2,1,0,1,1,1,1,0
78,2,3,2,1,0,1,1,2,1,0
79,2,3,2,1,0,1,2,2,1,0
80,2,3,2,1,0,1,2,2,1,0
81,2,3,2,1,0,1,2,2,1,0
82,2,3,2,1,0,1,2,2,1,0
83,2,3,2,1,0,1,2,2,1,0
84,2,3,2,1,0,1,2,2,1,0
85,2,3,2,1,0,1,2,3,1,0
86,2,3,2,1,0,1,2,3,1,0
87,2,3,2,1,0,1,2,3,1,0
88,2,3,2,1,0,1,2,3,1,0
89,2,3,2,1,0,1,3,3,1,0
90,2,3,2,1,0,1,3,3,1,0
