,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,0,0,0,0,0,0
9,0,0,0,1,0,0,0,0,0,0
10,0,0,0,1,0,0,0,0,0,0
11,0,0,0,1,0,0,0,0,0,0
12,0,0,0,1,0,0,0,0,0,0
13,1,0,0,1,0,0,0,0,0,0
14,1,0,0,1,0,0,0,0,0,0
15,1,0,0,1,0,0,0,0,0,0
16,1,0,0,1,0,0,0,0,0,0
17,1,0,0,1,0,0,0,0,0,0
18,1,0,0,1,0,0,0,0,0,0
19,1,0,0,1,0,0,0,0,0,0
20,1,0,0,1,0,0,0,0,0,0
21,2,0,0,1,0,0,0,0,0,0
22,2,0,0,1,0,0,0,0,0,0
23,2,1,0,1,0,0,0,0,0,0
24,2,1,0,1,0,0,0,0,0,0
25,2,1,0,1,0,0,0,0,0,0
26,2,1,0,1,0,0,0,0,0,0
27,2,1,0,2,0,0,0,0,0,0
28,2,1,0,2,0,0,0,0,0,0
29,2,1,0,2,0,0,0,0,0,0
30,2,1,0,2,0,0,0,1,0,0
31,2,1,0,3,0,0,0,1,0,0
32,2,1,0,3,0,0,0,1,0,0
33,2,1,0,3,0,0,0,1,0,0
34,2,1,0,3,0,0,0,1,0,0
35,2,1,0,3,0,0,0,1,0,0
36,2,1,0,3,0,0,0,1,0,0
37,2,1,0,3,0,0,0,1,0,0
38,2,1,0,3,0,0,0,1,0,0
39,2,1,0,3,0,0,0,1,0,0
40,2,1,0,3,0,0,0,1,0,0
41,2,1,0,3,0,0,0,1,0,0
42,2,1,0,3,0,0,0,1,0,0
43,2,1,0,3,0,0,0,1,0,0
44,2,1,0,3,0,0,0,1,0,0
45,2,1,0,3,0,0,0,1,0,0
46,2,1,0,3,0,0,0,1,0,0
47,2,1,0,3,0,0,0,2,0,0
48,2,1,0,3,0,0,0,2,0,1
49,2,1,0,3,0,0,0,2,0,1
50,2,1,0,3,0,0,0,2,0,1
51,2,1,0,3,0,0,0,2,0,1
52,2,1,0,4,0,0,0,2,0,1
53,2,1,0,4,0,0,0,2,0,1
54,2,1,0,4,0,0,0,2,0,1
55,2,1,0,4,0,0,0,2,0,1
56,2,1,0,4,0,0,0,2,0,1
57,2,1,0,4,0,0,0,2,0,1
58,2,1,0,4,0,0,0,2,0,1
59,2,1,0,4,0,0,0,2,0,1
60,2,1,0,4,0,0,0,2,0,1
61,2,1,0,4,0,0,1,2,0,1
62,2,1,0,4,0,0,1,2,0,1
63,2,1,0,4,0,0,1,2,0,1
64,2,1,0,4,0,0,1,2,0,1
65,2,1,0,4,0,0,1,2,0,1
66,2,1,0,4,0,0,1,2,0,1
67,2,1,0,4,0,0,1,3,0,1
68,2,1,0,4,0,0,1,3,0,1
69,2,1,0,4,0,0,2,3,0,1
70,2,1,0,4,0,0,2,3,0,1
71,2,1,0,4,0,0,2,3,0,1
72,2,1,0,4,0,0,2,3,0,1
73,2,1,0,4,0,0,2,3,0,1
74,2,1,0,4,0,0,2,3,0,1
75,2,1,0,4,0,0,2,3,0,1
76,2,1,0,4,0,0,2,3,0,1
77,2,1,0,4,0,0,2,3,0,1
78,2,1,0,4,0,0,2,3,0,1
79,2,1,0,4,0,0,2,3,0,1
80,2,1,0,4,0,0,2,3,0,1
81,2,1,0,4,0,0,2,3,0,1
82,2,1,0,4,0,0,3,3,0,1
83,2,1,0,4,0,0,3,3,0,1
84,2,1,0,4,0,0,3,3,0,1
85,2,1,0,4,0,0,3,3,0,1
86,2,1,0,4,0,0,3,3,0,1
87,2,1,0,4,0,0,3,3,0,1
88,2,1,0,4,0,0,3,3,0,1
89,2,1,0,4,0,0,3,3,0,1
90,2,1,0,4,0,0,3,3,0,1
