,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0
17,0,0,0,1,0,0,0,0,0,0
18,0,0,0,1,0,0,0,0,0,0
19,0,0,0,1,0,0,0,0,0,0
20,0,0,0,1,0,0,0,0,0,0
21,0,0,0,1,0,0,0,0,0,0
22,0,0,0,1,0,0,0,0,0,0
23,1,0,0,1,0,0,0,0,0,0
24,1,0,0,1,0,0,0,0,0,0
25,1,0,0,1,0,0,0,0,0,0
26,1,0,0,1,0,0,0,0,0,0
27,1,0,0,1,0,0,0,0,0,0
28,1,0,2,1,0,0,0,0,0,1
29,2,0,2,1,0,0,0,0,0,1
30,2,0,2,1,0,0,0,0,0,1
31,2,0,2,1,0,0,0,0,0,1
32,2,0,2,1,0,0,0,0,0,1
33,2,0,2,1,0,0,0,0,0,1
34,2,0,2,1,0,0,0,0,0,1
35,2,0,2,1,0,0,0,0,0,1
36,2,0,2,1,0,0,1,0,0,1
37,2,0,2,1,0,0,1,0,0,1
38,2,0,2,1,0,0,1,0,0,1
39,2,0,2,1,0,0,1,0,0,1
40,2,0,2,1,0,0,1,0,0,1
41,2,0,2,2,0,0,1,0,0,1
42,3,0,2,2,0,0,1,0,0,1
43,3,0,2,2,0,0,1,0,0,1
44,3,0,2,2,0,0,1,0,0,1
45,3,0,2,2,0,0,1,0,0,1
46,3,1,2,2,0,0,1,0,0,1
47,3,1,2,2,0,0,1,0,0,1
48,3,1,2,2,0,0,1,0,0,1
49,3,1,2,2,0,0,1,0,0,1
50,3,1,2,2,0,0,1,0,0,1
51,3,1,2,2,0,0,1,0,0,1
52,3,1,2,2,0,0,1,0,0,1
53,3,1,2,2,0,0,1,0,0,1
54,3,1,2,2,0,0,1,0,0,1
55,3,1,2,2,0,0,1,0,0,1
56,3,1,2,2,0,0,1,0,0,1
57,3,1,2,2,0,0,1,0,0,1
58,3,1,2,2,0,0,1,0,0,1
59,3,1,2,2,0,0,1,0,0,1
60,3,1,2,2,0,0,1,0,0,1
61,3,1,2,2,0,0,1,0,0,1
62,3,1,2,2,0,0,1,0,0,1
63,3,1,2,2,0,0,1,1,0,1
64,3,1,2,3,0,0,1,1,0,1
65,4,1,2,3,0,0,1,1,0,1
66,4,1,2,3,0,0,1,1,0,1
67,4,1,2,3,0,0,1,1,0,1
68,5,1,2,3,0,0,1,1,0,1
69,5,1,2,3,0,0,3,1,0,1
70,5,1,2,3,0,0,3,1,0,1
71,6,1,2,3,0,0,3,1,0,1
72,6,1,2,3,0,0,3,1,0,1
73,6,1,2,3,0,0,3,1,0,1
74,6,1,2,3,0,0,3,1,0,1
75,6,2,2,3,0,0,3,1,0,1
76,6,2,2,3,0,0,3,1,0,1
77,6,2,2,3,0,0,3,1,0,1
78,6,2,2,3,0,1,3,1,0,1
79,6,2,2,3,0,1,3,1,0,1
80,6,2,2,3,0,1,3,1,0,1
81,6,2,2,3,0,1,3,1,0,1
82,7,2,2,3,0,1,3,1,0,1
83,7,2,2,3,0,1,3,1,0,1
84,7,2,2,3,0,1,3,3,0,1
85,7,2,2,3,0,1,3,3,0,1
86,7,2,2,3,0,1,3,3,0,1
87,7,2,2,3,0,1,3,3,0,1
88,7,2,2,3,0,1,3,3,0,1
89,7,2,2,3,0,1,3,3,0,1
90,7,2,2,3,0,1,3,3,0,1
