,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,1,0
19,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,1,0
25,0,0,0,0,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,1,0
28,0,0,0,0,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,1,0
33,0,0,0,0,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,1,0
39,0,0,0,0,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,1,0
41,0,0,0,0,0,0,0,0,1,0
42,0,0,0,0,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,1,0
44,0,0,0,0,0,0,0,0,1,0
45,0,0,0,0,0,0,0,0,1,0
46,0,0,1,0,0,0,0,0,1,0
47,0,0,1,0,0,0,0,0,1,0
48,0,0,1,0,0,0,0,0,1,0
49,0,0,1,0,0,0,0,0,1,0
50,0,0,1,1,0,0,0,0,1,0
51,0,0,1,1,0,0,0,0,1,0
52,1,0,1,1,0,0,0,0,1,0
53,1,0,1,1,0,0,0,0,1,0
54,1,0,1,1,0,0,0,0,1,0
55,1,0,1,1,0,0,0,0,1,0
56,1,0,1,1,0,0,0,0,1,0
57,1,0,1,2,0,0,0,0,1,0
58,1,0,1,2,0,0,0,0,1,0
59,1,0,1,2,0,0,0,0,1,0
60,1,0,1,2,0,0,0,1,1,0
61,1,0,1,2,0,0,0,1,1,0
62,1,0,1,2,0,0,0,1,1,0
63,1,0,1,2,0,0,0,1,1,0
64,2,0,1,2,0,0,0,1,1,0
65,2,0,1,2,0,0,0,1,1,0
66,2,0,1,2,0,0,0,1,1,0
67,3,0,1,2,0,0,0,1,1,0
68,3,0,1,2,0,0,0,1,1,0
69,3,0,1,2,0,0,0,1,1,0
70,3,0,1,2,0,0,0,2,1,0
71,3,0,1,2,0,0,0,2,1,0
72,3,0,1,2,0,0,2,2,1,0
73,3,0,1,2,0,0,2,2,1,0
74,3,0,1,2,0,0,2,2,1,0
75,3,0,1,2,0,0,2,2,1,0
76,3,0,1,2,0,0,2,2,1,0
77,3,0,1,2,0,0,2,2,1,0
78,3,0,1,2,0,0,3,2,1,0
79,3,0,1,2,0,0,3,2,1,0
80,3,0,1,2,0,0,3,2,1,0
81,3,0,1,2,0,0,3,2,1,0
82,3,0,1,2,0,0,3,2,1,0
83,4,0,1,2,0,0,3,2,1,0
84,4,0,1,2,0,0,3,2,1,0
85,4,0,1,2,0,0,3,2,1,0
86,4,0,1,2,0,0,3,2,1,0
87,4,0,1,2,0,0,3,2,1,0
88,4,0,1,2,0,0,3,2,1,0
89,4,0,1,2,0,0,3,2,1,0
90,4,0,1,2,0,0,3,2,1,0
