,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0
14,0,1,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0
16,0,1,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0
18,0,1,0,0,0,0,0,0,0,0
19,0,1,0,0,0,0,0,0,0,0
20,0,1,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,0
22,0,1,0,0,0,0,0,0,0,0
23,0,1,0,0,0,0,0,0,0,0
24,0,1,0,0,0,0,0,0,0,0
25,0,1,0,0,0,0,0,0,0,0
26,0,1,0,0,0,0,0,0,0,0
27,0,1,0,0,0,0,0,0,0,0
28,0,1,0,0,0,0,0,0,0,0
29,0,1,0,0,0,0,0,0,0,0
30,0,1,0,1,0,0,0,0,0,0
31,0,1,0,2,0,0,0,0,0,0
32,0,1,1,2,0,0,0,0,0,0
33,0,1,1,2,0,0,0,0,0,0
34,0,1,1,2,0,0,0,0,0,0
35,0,2,1,2,0,0,0,0,0,0
36,0,2,1,2,0,0,0,0,0,0
37,0,2,1,2,0,0,0,0,0,0
38,0,2,1,2,0,0,0,0,0,0
39,0,2,1,2,0,0,0,0,0,0
40,0,2,1,2,0,0,0,0,0,0
41,1,2,1,2,0,0,0,0,0,0
42,1,2,1,2,0,0,0,0,0,0
43,1,2,2,2,0,0,0,0,0,0
44,2,2,2,2,0,0,0,0,0,0
45,2,2,2,2,0,0,0,0,0,0
46,2,2,2,2,0,0,0,0,0,0
47,2,2,2,2,0,0,0,2,0,0
48,2,2,2,2,0,0,0,2,0,0
49,2,2,2,2,0,0,0,2,0,0
50,2,2,2,2,0,0,0,2,0,0
51,2,2,2,2,0,0,0,2,0,0
52,3,2,2,2,0,0,0,2,0,0
53,3,2,2,2,0,0,0,2,0,0
54,3,2,2,2,0,0,0,2,0,0
55,3,2,2,2,0,0,0,2,0,0
56,3,2,2,2,0,0,0,2,0,0
57,3,2,2,2,0,0,0,2,0,0
58,3,2,2,2,0,0,0,2,0,0
59,3,2,2,2,0,0,0,2,0,0
60,3,2,2,2,0,0,0,2,0,0
61,3,2,2,2,0,0,0,2,0,0
62,3,2,2,3,0,0,0,2,0,0
63,3,2,2,3,0,0,0,2,0,0
64,3,2,2,3,0,0,0,2,0,0
65,3,2,2,3,0,0,0,2,0,0
66,4,2,2,3,0,0,0,2,0,0
67,4,2,2,3,0,0,0,2,0,0
68,4,2,2,3,0,0,0,2,0,0
69,5,2,2,3,0,0,0,2,0,0
70,5,2,2,3,0,0,0,2,0,0
71,5,2,2,3,0,0,0,2,0,0
72,5,2,2,3,0,0,0,2,0,0
73,5,2,2,3,0,0,0,2,0,0
74,5,2,2,3,0,0,0,2,0,0
75,5,2,2,3,0,0,0,2,0,0
76,5,2,2,3,0,0,1,2,0,0
77,5,2,2,3,0,0,1,2,0,0
78,5,2,2,3,0,0,1,2,0,0
79,5,2,3,3,0,0,1,2,0,0
80,5,2,3,3,0,0,1,2,0,0
81,5,2,3,3,0,0,1,2,0,0
82,5,2,3,3,0,0,2,2,0,0
83,5,2,3,3,0,0,2,3,0,0
84,5,2,3,3,0,0,2,3,0,0
85,5,2,3,3,0,0,2,3,0,0
86,5,2,3,3,0,0,2,3,0,0
87,5,2,3,3,0,0,2,3,0,0
88,5,2,3,3,0,1,2,3,0,0
89,5,2,3,3,0,1,3,3,0,0
90,5,2,3,3,0,1,3,3,0,0
