,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0
16,1,1,0,0,0,0,0,0,0,0
17,1,1,0,0,0,0,0,0,0,0
18,1,1,0,0,0,0,0,0,0,0
19,1,1,0,0,0,0,0,0,0,0
20,1,1,0,0,0,0,0,0,0,0
21,2,1,0,0,0,0,0,0,0,0
22,2,1,0,0,0,0,0,0,0,0
23,2,1,0,0,0,0,0,0,0,0
24,2,1,0,0,0,0,0,0,0,0
25,2,1,0,0,0,0,0,0,0,0
26,2,1,0,0,0,0,0,0,0,0
27,2,1,0,0,0,0,0,0,0,0
28,2,1,0,0,0,0,0,0,0,0
29,2,1,0,0,0,0,1,0,0,0
30,2,1,0,0,0,0,1,0,0,0
31,2,1,0,0,0,0,1,0,0,0
32,2,1,0,0,0,0,1,0,0,0
33,2,1,0,0,0,0,1,0,0,0
34,2,1,0,1,0,0,1,0,1,0
35,2,1,0,1,0,0,1,0,1,0
36,2,1,0,1,0,0,1,0,1,0
37,2,1,0,1,0,0,1,0,1,0
38,2,1,0,2,0,0,1,0,1,0
39,2,1,0,2,0,0,1,0,1,0
40,2,1,0,2,0,0,1,0,1,0
41,2,1,0,2,0,0,1,0,1,0
42,2,1,0,2,0,0,1,0,1,0
43,2,1,0,2,0,0,1,0,1,0
44,2,1,0,2,0,0,1,0,1,0
45,2,1,0,2,0,0,1,0,1,0
46,2,1,0,2,0,0,1,0,1,0
47,2,1,0,2,0,0,1,0,1,0
48,2,1,0,2,0,0,1,0,1,0
49,2,1,0,2,0,0,1,0,1,0
50,2,1,0,2,0,0,1,0,1,0
51,2,1,0,2,0,0,1,0,1,0
52,2,1,0,2,0,0,1,0,1,0
53,2,1,0,2,0,0,1,0,1,0
54,2,1,0,2,0,0,1,0,1,0
55,2,1,0,2,0,0,1,0,1,0
56,2,1,1,2,0,0,1,0,1,0
57,2,1,1,2,0,0,1,0,1,0
58,2,1,1,2,0,0,1,0,1,0
59,2,1,1,2,0,0,1,0,1,0
60,2,1,1,2,0,0,1,0,1,0
61,2,1,1,2,0,0,1,2,1,0
62,2,1,1,2,0,0,1,2,1,0
63,2,1,1,2,0,0,1,2,1,1
64,2,1,1,2,0,0,1,2,1,1
65,2,1,1,2,0,0,1,2,1,1
66,2,1,1,2,0,0,1,2,1,1
67,2,1,1,2,0,0,1,2,1,1
68,2,1,1,2,0,1,1,2,1,1
69,3,1,1,2,0,1,1,2,1,1
70,3,1,1,2,0,1,1,2,1,1
71,3,1,1,2,0,1,2,3,1,1
72,3,1,1,2,0,1,2,3,1,1
73,3,1,1,2,0,1,2,3,1,1
74,3,1,1,2,0,1,2,3,1,1
75,3,1,1,2,0,1,2,3,1,1
76,4,1,1,2,0,1,2,3,1,1
77,4,1,1,2,0,1,3,3,1,1
78,4,1,1,2,0,1,3,3,1,1
79,4,1,1,2,0,1,3,3,1,1
80,4,1,1,2,0,1,3,3,1,1
81,4,1,1,2,0,1,3,3,1,1
82,4,1,1,2,0,1,3,3,1,1
83,4,1,1,2,0,1,3,3,1,1
84,4,1,1,2,0,1,3,3,1,1
85,4,1,1,2,0,1,3,3,1,1
86,4,1,1,2,0,1,3,3,1,1
87,4,1,1,2,0,1,3,3,1,1
88,4,1,1,2,0,1,3,3,1,1
89,4,1,1,2,0,1,3,3,1,1
90,4,1,1,2,0,1,3,3,1,1
